Label,Ch1_410nm,Ch2_435nm,Ch3_460nm,Ch4_485nm,Ch5_510nm,Ch6_535nm,Ch7_560nm,Ch8_585nm,Ch9_610nm,Ch10_645nm,Ch11_680nm,Ch12_705nm,Ch13_730nm,Ch14_760nm,Ch15_810nm,Ch16_860nm,Ch17_900nm,Ch18_940nm
PET,1420.4763817801254,140.06700067786977,482.63748335531744,223.77444028578213,295.103691598208,50.01520642822502,136.4255645917926,157.1228001802592,174.85036061349234,44.066006944767764,0.0,15.842853167914859,27.611951497532228,141.86107719252243,277.7633525345878,21.12722984241088,37.936788336146115,0.0
PET,1118.3292510627402,153.14470786795454,440.34573610580514,259.6754317108064,308.22238761488944,0.0,0.0,0.0,0.0,191.01699189665908,0.0,0.0,15.28601933344432,5.406935152289819,0.0,47.557004805444805,76.40240635653598,61.32399484032545
PET,1403.1610567163502,345.12885589474234,465.937290999531,216.1902843983936,310.3357279813818,0.0,0.0,133.70091339634118,0.0,0.0,59.85600937986861,0.0,0.0,0.0,44.45542699007282,96.76792467627894,0.0,0.0
PET,1297.9911268150368,167.93624583560043,604.10047104396,372.38567387989946,236.9698868088144,62.0861419459532,0.0,0.0,0.0,124.19066777472376,0.0,0.0,0.0,14.346208489367312,0.0,42.76810522960571,0.0,134.8495925277921
PET,1243.8849254778765,334.22255360879956,666.9768300420887,149.29663154997547,105.44546685272314,122.35482595536801,0.0,38.637868268279774,0.0,4.837205107802816,0.0,30.827559223455737,117.83115083787573,41.67737868849268,105.43210188291779,0.0,0.0,0.0
PET,1315.9306378416857,198.8496851317812,594.6858369630236,225.64653508632895,289.86498779543547,181.62984336612607,189.89326726144597,0.0,88.35968215977209,112.50647587009742,0.0,84.43809821631342,138.3684256408139,73.45162932805889,0.0,48.42090559690848,0.0,0.0
PET,1356.6487618493481,33.80033022065834,489.87608498512805,71.44774158655352,318.6928764935631,1.6743190818766038,0.0,0.0,0.0,0.0,0.0,0.0,101.9892081801151,83.10655644520358,37.108001373865505,0.0,0.0,28.39994293210561
PET,1404.4830950230112,420.2221311844193,620.2701916736856,242.51983138864716,418.9440056782312,0.0,0.0,170.30672757381075,67.65073844904866,2.2709971420753305,67.52938355326009,70.63813103521424,0.0,53.95397682564876,0.0,30.718237880529127,126.96632440468976,16.12589953036224
PET,1396.3548413221783,343.4181225052452,611.4807222933432,233.1445992295254,119.0820450623354,113.11092545719302,0.0,0.0,50.91335030121058,108.49484918980407,0.0,53.375965879496846,0.0,0.0,0.0,0.0,0.0,0.0
PET,1376.2107075123301,198.98996604659584,479.6867442613171,134.2434417031726,198.30929807351777,138.76757233140057,0.0,103.0638042561713,45.06920379137703,93.85165777642459,0.0,0.0,0.0,0.0,0.0,43.38677121513196,29.40177104730034,0.0
PET,1326.9500303228203,178.44378027226256,496.21141772764275,131.72576254951167,302.75239949876567,47.37271757147546,0.0,124.78700574301192,114.63543004468258,0.0,0.0,39.68072659541743,113.00625412961838,0.0,0.0,14.9916412915048,128.29216764370878,0.0
PET,1486.040843209438,363.6110063170053,486.209528068433,309.6614333439566,342.91284659842984,0.0,0.0,133.4201553018289,25.19455013085971,274.89052252711025,0.0,111.49384267533938,42.2593851239464,61.39539817559553,51.088812275629245,0.0,119.14319806128742,25.300759275155734
PET,1531.2028760009907,317.960107866113,765.0285587444682,125.18424203621096,362.30811197824556,0.0,93.27432199498908,0.0,0.0,10.759131562768232,0.0,0.0,0.0,0.0,0.0,80.60651674341452,0.0,0.0
PET,1441.1362118444279,310.12612481696414,556.5584948476481,110.89117708053556,215.26455145075153,0.0,0.0,33.10072484410348,0.0,70.55934903586893,146.0014841133043,24.332768693623443,45.556675418706035,0.0,30.443074685227657,7.3220067908176745,91.56995795257022,0.0
PET,1359.6166154450796,311.4507726362076,543.8846969763873,202.2452743539589,291.68206975495525,23.519985449700204,86.5098439481578,0.0,0.0,180.59708684659756,100.17629637676855,53.534289630717026,27.04780061951226,46.22817256040581,151.0692970845237,99.87201761468684,0.0,0.0
PET,1226.0701923415982,247.51584370908623,449.3770612539704,339.8443513176027,317.46251787941105,0.0,0.0,0.0,46.54301347894553,74.8104634166567,75.92283351556434,160.79359206971628,0.0,0.0,0.0,0.0,49.052057469626135,0.0
PET,1335.6904977761221,302.87239758872863,456.9959625189334,144.43631691322486,317.56185098456797,67.77701430389996,0.0,0.0,113.48215620219315,272.56857195015317,118.17734306529873,81.30279403110691,88.54875503459476,0.0,0.0,0.0,0.0,0.0
PET,1396.4865101814748,393.2475698270306,709.27548763797,166.4642545687637,314.87817849611764,0.0,11.92456875697827,111.78608137866266,146.1734051251466,0.0,0.0,0.0,99.16352187810205,0.0,215.36781667791598,190.17103361675842,0.0,50.21923949688908
PET,1414.1638586649572,193.06155825551303,385.7225940962471,196.92998069172842,275.9189955346122,10.790367552422516,2.3945164948802518,179.3829960714522,53.617363802066244,49.686920391868156,44.7033002640695,0.0,159.90164295042055,59.68277113003607,169.58374436837116,39.14091219974894,96.52364942035564,0.0
PET,1421.595031677619,66.51002455041225,489.3862046892503,316.5788680259588,262.5253686572553,22.99391113444051,0.0,0.0,77.56907858809326,19.27706321824966,49.350606267170726,40.28054269288871,166.40723567204753,46.00891844864721,0.0,67.3508020012331,234.9324235092905,0.0
PET,1357.4287026107565,230.30221252015082,462.73486126608896,187.69030076092855,318.5545497089858,174.66090867781287,160.89387140100555,28.95056989819249,0.0,243.16707565062381,0.0,101.07926200068826,195.93295290508303,105.74264168358172,0.0,111.79680491938527,0.0,0.0
PET,1417.3734072465518,315.03324482510794,360.21587923963364,222.3878969111728,258.4946674771829,69.25428901747861,1.5643020600353577,268.15303955548836,69.00832463836332,0.0,66.78345593535687,59.87816345821789,0.0,0.0,0.0,0.0,0.0,92.76767390744216
PET,1366.0647076259554,185.85776005415818,807.3110041150362,302.566000887559,173.9328449301508,0.0,164.79765718237013,59.6718986252057,75.58613521916479,65.19822965594165,119.7930297034431,0.0,51.915023885835545,0.0,0.0,30.10062958776101,0.0,41.03899951793429
PET,1507.7257624811841,211.65862684151114,487.3434519618321,9.162801127896103,234.78878532477503,0.0,23.87155022269161,18.90045528801238,99.3013536936638,110.02242567977265,24.39449995723557,104.65826279527569,0.0,0.0,98.41775511974615,103.50433070652389,214.45455981928234,0.0
PET,1370.3233403372503,305.7167236249626,497.6624009744205,452.2103188021189,296.26152248529945,10.574198521781057,0.0,125.3744412571184,0.0,1.7135224718224862,3.492798768983449,109.05308752874474,87.51969356227721,0.0,235.34883357242012,0.0,0.0,46.51744491745082
PET,1488.1391791515498,270.7447576814328,521.9391175193966,259.8211365883415,192.2989255203205,48.34963619894911,82.53602212267174,0.0,39.80086835690031,0.0,0.0,76.44673310313279,0.0,12.4192322380312,0.0,15.66232115184194,0.0,95.7066913442532
PET,1425.0408936930621,200.48124932472905,364.7407530619005,289.0072282932613,170.00938261655887,0.0,0.0,23.085152379688374,62.43844114780894,333.5726111584592,130.45800119270416,160.1996230086109,0.0,0.0,0.0,0.0,0.0,27.322089549848656
PET,1317.0330109478123,60.6051984325006,419.30149841128593,124.64967943151312,202.4318142376967,38.39460308573249,8.841717979796446,0.0,31.94256399452518,79.5678599878443,31.121528576112198,0.0,66.37107100426863,65.33433552170509,0.0,0.0,0.0,46.70248646157038
PET,1166.3676748796452,416.3957184333624,331.71169040498023,184.0339251852991,319.15320633548254,0.0,124.91565086768547,6.54858892109074,190.95271373596404,0.0,0.0,0.0,0.0,327.68771554535954,0.0,2.255886817672106,0.0,0.0
PET,1199.344396067231,489.9016914103822,648.4041974302816,263.6366004094218,263.76958276648327,0.0,131.86008086699556,58.14530456185492,139.59730930588066,25.2506268806658,29.241954815381728,0.0,114.41383246832996,79.58977458701402,2.6696773072456654,104.13090395180257,12.093803141171183,130.95070316126822
PET,1276.098361896392,105.50589485609325,627.5053540551207,184.93869573796718,323.44971285973264,0.0,0.0,163.39654268393153,0.0,247.21374086505466,0.0,0.0,100.24950692298623,0.0,120.71565820288411,0.0,104.29998260327369,263.3114842766778
PET,21.622597224560664,96.31744473169245,71.58595107606908,52.885110590847304,203.09591531696935,0.0,129.765395092898,0.0,25.8754762564326,47.128841697598084,117.04727902481271,0.0,0.0,72.96567479520176,48.850114176602176,0.0,87.63511921481361,21.601993039138225
PET,196.2859866478641,149.40330268351863,100.63083672382956,138.22974713246418,196.39711722728094,145.39947884311349,21.795070607720497,123.8326249106565,37.51441435935711,0.0,115.73189972791769,0.0,0.0,6.983416556604212,0.0,54.74077912274653,82.0668864322962,0.0
PET,168.79522837324225,126.63031653506934,141.44052527378636,0.0,12.783043637621677,59.72543680405411,132.1648414568752,230.6148243957021,8.385940473249322,4.631172383816595,36.54784726875907,91.93095156174567,19.802446384263202,29.11707860333883,112.17331216700268,30.019995191730686,0.0,0.0
PET,31.434648158934422,86.06570526906123,142.61959309450623,65.902036124554,30.793002355958574,1.6808404406490407,21.048108043999886,231.79390090457005,69.97329416317814,36.10569824953823,38.86536166467333,87.40957016876587,103.44743346225084,0.0,0.0,62.94020621381761,4.811050585646358,0.0
PET,204.22149226436264,123.10540794184503,86.8702449396539,0.0,84.21469270506981,231.08872539380872,103.99606570117726,128.9208342638446,137.59352966952923,0.0,0.0,0.0,42.68269768665004,0.0,68.11723093066828,140.08717436282438,133.83927713576506,0.0
PET,77.798602222397,15.85458866908445,0.0,0.0,2.817840825740692,0.0,0.0,0.0,54.11294169669766,0.0,75.26244180171926,0.0,121.54773885198254,129.8179513733819,0.0,0.0,0.0,74.2333843033861
PET,165.42395903235987,0.0,186.30975415464894,24.60713275851915,80.35905258329106,0.0,104.13963969122328,0.0,306.04078591998933,0.0,95.23786191182145,0.0,16.02174922603411,0.0,0.0,101.44813657834123,89.04276852522798,0.0
PET,214.6186230954171,0.0,52.220120077179814,68.0340137315032,201.48267536178395,60.7347752633343,0.0,0.0,0.0,0.0,89.3577448134764,0.0,195.2382411383728,118.30866371561261,0.0,20.03276729263701,0.0,70.88271202612914
PET,65.96978508061288,92.25548802285809,30.946202478095557,0.0,16.334581901914106,4.263009742016889,0.0,0.0,0.0,0.0,0.0,180.80882669485138,7.028284843335241,148.75674684417163,12.956113621754247,15.622467043232628,21.36077526573881,0.0
PET,120.22154967626707,48.31301245505378,171.4985709311187,52.447910882429255,0.0,17.019097893308633,0.0,0.0,0.0,6.659337789214044,21.954993602880148,33.36308524150725,12.375295972378238,54.167714087763294,155.80328829152774,57.83588225163672,23.752276727154012,0.0
PET,216.89929623571132,111.0020305482086,144.6758495460011,0.0,0.0,81.03033747286001,39.69182216909099,0.0,79.92334512558645,168.27323654814128,145.57398919121425,0.0,20.15812397082338,0.0,2.366404400712482,77.7813032747907,30.349717706804494,0.0
PET,77.86766548208901,169.21540871178735,201.64811864059692,95.7897117448243,0.0,3.4863702866206037,0.0,25.88626102338856,70.44830158342717,72.50900568690749,0.0,0.0,20.08179198464166,17.584286227786798,23.27493756527545,22.030500992415543,0.0,72.83617558855767
PET,71.76197151845986,20.997964754809725,116.02229706481515,63.777158272979555,0.0,166.32988127721782,62.493837313167916,60.27256287396975,120.24733190185147,0.0,53.719034370023145,0.0,0.0,263.37395692662074,0.0,224.68110048530554,26.209236366240603,92.29118816122832
PET,151.7989581995388,61.46236310704853,111.96885468641196,119.48238788464965,65.26584064621804,121.08111734832349,0.0,49.05661738167217,8.075353335742019,73.19299744840788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PET,196.92985300285335,0.0,299.27186528069257,0.0,0.0,79.05676365211197,91.62957574524553,0.0,111.90454120049147,36.00793190397647,8.57124070692102,0.0,0.0,0.0,0.0,0.0,39.663363142029716,121.908536074672
PET,134.59437419249576,0.0,53.13517644025177,0.0,145.95480922418773,0.0,0.0,21.206199460904145,85.21415137543117,0.0,0.0,0.0,85.81580346714983,75.15529707002092,0.0,48.57676082401919,44.991265853295076,278.6054137014614
PET,80.11881069702599,0.0,168.95965640948953,22.9485904526883,112.30649228747356,259.2949544825232,30.303414307094865,103.90540984116024,0.0,51.80610980313049,72.91178930898153,1.3337363009938044,0.0,0.0,95.20057680252366,56.609473925817646,0.0,0.0
PET,5.635678730054195,197.03060933501652,119.13272909280035,112.95567936562566,0.0,0.0,0.0,0.0,77.27232039904933,14.207435019677519,0.0,155.16097698848048,106.35585741527932,0.0,68.52165150921755,25.897336381754247,12.173875656542368,0.0
PET,135.73054730159518,0.0,311.6157407070988,0.0,229.48669212545724,0.0,79.76832043421192,0.0,85.48734936655342,0.0,0.0,0.0,49.137498129987314,0.0,133.1402349644364,0.0,0.0,112.11108739350453
PET,172.43303535634846,15.341475884826654,1.9356326714971601,66.88676516320668,85.04406582445296,0.0,30.859529704610587,0.0,73.0940255676377,0.0,22.6310676722192,58.94662156709685,55.87718316732605,3.3584269165693064,309.303408732898,10.277002084135887,12.82193588690276,0.0
PET,27.590631269504996,0.0,220.47366516698895,0.0,32.13957871140354,0.0,190.87147627767405,0.0,0.0,0.0,44.45468275491353,0.0,86.93056786059144,110.72467123601574,231.64416873312013,80.76019610624508,0.0,44.6876817499207
PET,74.306776485435,0.0,60.54662672348545,162.5573710331731,0.0,64.61800899536686,22.69576398877569,122.38137024569136,0.0,0.0,0.0,207.26410564411165,0.0,0.0,20.02026260141426,97.11190475369892,0.0,138.82297667780065
PET,81.27649900929228,22.622093100706028,105.08472217715207,82.78093286547832,0.0,0.0,177.33944515660426,0.0,0.0,0.0,189.5206872608813,0.0,85.73266179905545,0.0,0.0,97.54027193174406,0.0,109.1446606406258
PET,91.3566124032802,67.6867816443706,198.57729450888655,20.071879707338894,61.62500762365012,0.0,124.53292905294401,0.0,157.4368041293438,23.249699877072846,63.61491268530268,64.46361051187384,0.0,0.0,28.88039673474123,0.0,0.0,0.0
PET,207.09371168378632,30.462365935628974,323.8010009224407,3.7891097052393157,150.67043653923375,34.15713401750689,0.0,0.0,0.0,103.97581643795274,0.0,0.0,0.0,35.890414978823316,81.37140785519088,80.89153279621482,46.6625910989087,0.0
PET,98.0129144367368,89.13063837743962,235.77581114890327,60.667191592162865,0.0,169.42616158369992,7.671434283329503,106.80499186341231,74.5973604185685,24.331793480623595,74.82621229726772,1.3269409694558034,100.44728818488007,15.368514810524383,16.613754616415264,0.0,0.0,0.0
PET,0.0,32.388865256058054,131.81247849396172,70.71266976026169,150.60832244452502,118.87119254328164,0.0,0.0,0.0,0.0,0.0,72.45747158244117,54.66737220760654,0.0,155.6910884272389,0.0,0.0,71.24710330797011
PET,241.87136555174166,0.0,0.0,173.81644406230237,171.36888709769454,65.03893609481484,12.55682597268014,89.93434542307617,79.81967759917542,126.9124853881573,0.0,134.06154670978913,234.30610677674804,27.536333092727777,65.7839202764862,0.0,0.0,64.18697938855064
PET,149.29172189281505,7.815515868562088,30.64132383656039,59.41680230203453,114.25057707824374,53.93345233879889,0.0,0.0,68.99577902577512,0.0,0.0,0.0,46.77462473971268,198.25321423786846,95.53817585083506,96.83214045020543,0.0,0.0
PET,81.53994883459828,61.23494019180342,88.89434636594866,35.156226500570995,73.44789804798418,140.7462778524434,110.07659404496388,0.0,144.77470569501094,66.71894755884843,0.0,101.7791722400887,0.0,20.807933006900683,64.81148128682187,0.0,0.0,6.352953821138758
PET,127.93449925980649,22.59764193043466,151.5245336024604,21.005603249054758,0.0,6.608807318514843,0.0,80.63624345976379,60.02873002216931,84.44147848595746,0.0,0.0,105.18230509585106,17.562359061601697,0.0,92.60857703045315,0.0,0.0
PET,108.57547935616525,0.0,171.0482716501902,0.0,124.9934874259921,0.0,0.0,0.0,5.987777345029077,0.0,84.67092256604391,68.26126663032753,0.0,0.0,127.57048889757462,63.152902987364,30.185064271218447,106.16173578364803
PET,208.53505865024096,96.38768819314933,232.3021371227045,0.0,0.0,77.52630036261681,0.0,0.0,5.612084540767501,0.0,0.0,26.66422889501506,0.0,0.17804688529090784,0.0,0.0,0.0,31.624030019046472
PET,115.52042796851708,155.9974745839546,53.767221127555715,0.0,26.023427277302062,0.0,0.0,112.44865181350156,34.856875001569,0.0,140.01530228115155,0.0,11.863754937125789,16.6488257718825,0.0,101.68294781749933,0.0,0.0
PET,138.2496237088615,0.0,0.0,34.29281118950628,102.2247699240306,13.620021534850597,112.82832579815216,0.0,78.08885392765761,0.0,1.7597682471578153,49.57176602758145,0.0,27.052984789792784,0.0,55.99869523187635,0.0,57.573704685494945
PET,144.73783635452176,0.0,73.04572558158543,112.57137723501376,107.70053475760903,0.0,0.0,82.52769127894851,240.688997065489,15.191361703160316,0.0,210.39536455291275,0.0,52.23761199490186,0.0,105.45485037073195,0.0,28.57453179369826
PET,185.7174537033305,0.0,119.24845183451538,92.32163766803285,9.192438772331197,7.878648507174832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.91112141864704,67.20331807119179,0.0,0.0,77.57090489348127
PET,15.345144111148073,60.21304662616844,62.438222586443445,2.0322489394553074,0.0,0.0,62.61322049305919,110.40963834358956,15.527823752059076,0.0,37.682311003638,0.0,126.23345529060427,8.419694568505918,22.559136367769142,86.41069118713779,51.219542320587095,178.8496335042375
PET,172.00249927456002,231.55695368404312,199.47462898158042,0.0,54.72820631145144,252.8902478612468,77.50886368962662,57.90799889359387,147.84827063147253,0.0,43.061189454388575,0.0,81.24476888956384,112.8782389143235,0.0,121.13892420236198,0.0,0.0
PET,54.16806120130501,86.89267332078191,248.04276817464853,87.79860545383949,0.0,36.92409575701731,0.0,14.469453406819694,0.0,0.0,37.85631414204035,237.33094976910812,4.315015285622662,0.0,116.72686158815634,0.0,0.0,113.60698715785915
PET,114.22050546033938,102.56449459707311,2.676415304919729,0.0,204.54618320779113,0.0,0.0,0.0,0.0,115.03203408877312,5.134675559107734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PET,239.22460348423857,30.85017655153312,231.7099938125454,131.60416769300622,13.54416511241918,0.0,25.76292844663283,0.0,0.0,0.0,45.85329227161433,0.0,49.55867812949581,97.0770673005209,0.0,21.42034235729096,42.460128435795696,151.47616528520646
PET,80.27453423152163,0.0,200.77590146475035,85.60111086510703,0.0,62.155774781671624,92.46629170792589,0.0,0.0,58.111660031331624,77.34096206695028,0.0,26.836000496749165,0.0,61.855417574958025,199.15293610883714,0.0,9.4273908172636
PET,198.4532191492149,23.120380714392063,0.0,47.57751406687327,140.10014473576487,2.384235741495825,0.0,44.6047882329355,100.1198641190939,199.10218703542253,161.40828576267447,0.0,0.0,66.5452866172483,43.35943245380112,0.0,43.3357589048777,94.58890757289407
PET,354.84832289038354,127.74219547835888,183.0567032491149,125.0717911340781,2.0922881492490575,159.89047410771087,38.63480699960843,0.0,175.44553924296716,0.0,98.51995114731197,151.04204351999766,0.0,0.0,0.0,0.0,95.29765442164891,0.0
PET,133.20759288979644,0.0,27.883402494235085,0.0,209.21578878643157,295.9125808850008,80.07511055272137,0.0,0.0,203.27654026166613,110.1790882792078,111.0989141721096,0.0,0.0,0.0,0.0,27.24944698201313,0.0
PET,299.0021652049701,0.0,195.08684801947655,68.17286440572478,119.00128150690301,0.0,143.0563695829248,0.0,68.83505867451974,0.0,0.0,203.17924003069604,0.0,4.872935586560667,0.0,109.86351852604326,0.0,11.704920819648413
PET,101.73507018445864,0.0,0.0,0.0,344.16587239394545,63.22041185297002,0.0,0.0,150.6393913431132,43.778695866983504,211.12721880781038,152.5493649317166,0.0,33.93326915755139,97.02455541220702,0.0,0.0,112.90949594068917
PET,0.0,9.26390485343163,158.5406484806679,21.406991803584972,40.52491938202405,0.0,110.17492375080289,0.0,48.7247083603153,0.0,0.0,9.25712729797563,166.74550205133357,42.491664972826044,18.22211392774403,51.57228836294473,31.914674655264438,0.0
PET,16.283391345468843,36.97474713321727,173.00092596176253,60.446225547749435,88.20151249334958,75.87210570267372,0.0,0.0,0.24224713961102395,0.0,0.0,79.30857006483224,0.0,0.0,0.0,0.0,0.0,0.0
PET,0.0,96.16506690810263,761.0698170207202,36.34784800029556,50.51980354065393,0.0,0.0,0.0,0.0,116.682559334384,51.714279581636376,2.316915388446873,88.72177564090546,24.827840207267453,0.0,79.70178288780451,0.0,126.03704833650879
PET,0.0,127.33882502398866,810.4701524170162,0.0,0.0,0.0,0.0,0.0,22.193462200689556,140.4467820944201,0.0,0.0,85.04944518132977,0.0,192.93528220898494,223.3711577552978,0.0,0.0
PET,175.07189491155552,219.438350925647,886.9849500186069,229.30910080277098,0.0,68.64336942355362,173.92133921567427,0.0,0.0,179.54082145237106,8.522311264582575,38.25295295176135,0.0,0.0,35.15097802629697,116.38536185829466,0.0,31.4915173780979
PET,36.874126556553335,101.80280542233012,690.6489051723087,29.105551687189745,0.0,0.0,17.97335478091452,0.0,61.562061665028224,0.0,0.0,0.0,38.83518953407764,0.0,39.93585289196483,0.0,0.0,0.0
PET,102.52905562826369,226.220722891135,650.6352239500184,130.92357625564065,123.87812348509144,0.0,0.0,0.0,0.0,114.47478492796164,215.44046018712322,187.13184290157886,60.690827040451325,73.51537138692986,0.0,0.0,22.965112315298974,0.0
PET,0.0,62.75622671185951,883.1462913119592,217.72759223131914,88.02854215642728,112.8272001282089,73.17960452662233,0.0,117.4647092089976,0.0,107.9255306071302,17.335990089471903,0.0,7.583212667536858,163.7547998103544,50.707986880120245,68.60501093707305,0.0
PET,134.3532302978382,372.94980187041983,716.0622966089647,14.814473885427617,87.65325969022572,96.58498674961874,0.0,7.994004394438422,0.0,0.0,70.95666136690217,0.0,0.0,0.0,43.57811983720048,65.94968121906837,147.06851087441336,40.52572520568489
PET,3.793061311399981,104.69453464830576,894.4785991927845,57.82101477181401,0.0,0.0,91.57219381305772,19.77374644634716,0.0,0.0,0.0,65.84415405622192,106.16804662376785,0.0,0.0,68.0108645970021,0.0,0.0
PET,30.12301575630287,103.99340996193075,878.212449982602,85.85345097402241,138.8802057510431,10.357234163524733,25.502063025235014,11.376689525736579,65.93686031199363,64.33178955026395,4.131148015744873,0.0,0.0,44.7228167440754,67.63882770162196,0.0,0.0,84.20778237872767
PET,0.0,47.613975333171226,771.2370884161343,60.06717415225168,0.0,1.2798025178008032,0.0,41.057300628642594,0.0,61.7518987168204,0.0,0.0,136.06394205454203,138.66425376390043,0.6494438672632348,173.12243891707962,0.0,112.90325171727528
PET,105.15160042451132,55.1542597211522,665.064834935651,338.9477600394396,0.0,200.2538962236515,111.77984049848504,0.0,84.84327257156382,0.0,0.0,162.17401485677163,0.0,188.07658248428234,0.0,0.0,0.0,0.0
PET,40.234710667063965,276.8487181904157,987.4317388923137,168.70122904246597,42.166352508058495,0.0,87.99877824273835,33.53527393347396,0.0,77.98354543406396,41.59178081458345,0.0,216.27206637904888,0.0,37.21519333997714,106.13180791958013,0.0,43.17767599268001
